ProbeIDs	GAOM_10	GAOM_11	GAOM_3	GAOM_6
Madd	143	140	75	103
Maea	333	326	310	298
Mael	0	0	0	0
Maf	2	2	9	5
Maf1	94	193	148	108
Mafa	3	1	1	0
Mafb	4	7	12	6
Maff	11	45	28	100
Mafg	31	58	16	43
Mafk	98	147	94	157
Mag	2	0	0	1
Magea1	0	0	0	0
Magea10	0	0	0	0
Magea2	0	0	0	0
Magea3	0	0	0	0
Magea4	0	0	0	0
Magea5	0	0	0	0
Magea6	0	0	0	0
Magea8	0	0	0	0
Mageb1	0	0	0	0
Mageb16	0	0	0	0
Mageb16-ps1	0	0	0	0
Mageb18	0	0	0	0
Mageb2	0	0	0	0
Mageb3	0	0	0	0
Mageb4	0	0	0	0
Mageb5	0	0	0	0
Maged1	1579	1637	1462	1863
Maged2	211	157	159	203
Magee1	6	4	3	8
Magee2	0	0	0	0
Mageh1	43	75	43	67
Magel2	0	0	0	0
Magi1	209	273	179	168
Magi2	6	3	2	3
Magi3	170	197	158	154
Magix	10	26	27	22
Magoh	85	109	78	143
Magohb	12	26	9	13
Magt1	1530	1391	1378	1518
Mak	0	0	0	1
Mak16	140	155	141	204
Mal	6	5	11	13
Mal2	211	207	221	253
Malat1	2539	3315	1003	3331
Mall	1	2	1	1
Malt1	43	37	27	42
Mamdc2	1	1	0	4
Mamdc4	3	5	1	3
Maml1	78	76	55	83
Maml2	7	9	7	5
Maml3	77	58	27	40
Mamld1	2	3	0	6
Mamstr	2	1	0	1
Man1a	842	1001	958	1000
Man1a2	307	321	311	323
Man1b1	362	381	286	340
Man1c1	27	53	44	27
Man2a1	1438	1719	1544	1530
Man2a2	134	122	69	134
Man2b1	238	247	226	205
Man2b2	221	239	166	143
Man2c1	129	129	73	116
Manba	106	131	116	101
Manbal	52	60	29	64
Manea	59	103	108	78
Maneal	1	1	2	2
Manf	1542	1145	1417	2161
Mansc1	178	163	163	162
Maoa	234	198	181	183
Maob	142	138	169	163
Map1lc3a	152	239	148	105
Map1lc3b	440	676	616	467
Map2k1	160	158	156	187
Map2k2	542	582	359	425
Map2k3	136	150	112	137
Map2k4	195	179	167	212
Map2k5	30	47	33	32
Map2k6	11	20	18	20
Map2k7	181	192	113	135
Map3k1	127	173	145	147
Map3k10	95	78	62	79
Map3k11	163	133	85	122
Map3k12	23	45	33	43
Map3k13	92	90	50	75
Map3k14	12	22	4	16
Map3k15	20	28	17	17
Map3k2	159	180	126	135
Map3k3	62	85	55	75
Map3k4	116	150	75	124
Map3k5	222	135	127	145
Map3k6	2	5	1	3
Map3k7	341	280	258	286
Map3k8	3	6	7	8
Map3k9	106	142	88	112
Map4k1	3	4	2	1
Map4k2	31	72	25	26
Map4k3	119	175	157	170
Map4k4	242	312	206	295
Map4k5	108	111	84	129
Map6d1	0	0	0	0
Mapk1	741	796	842	753
Mapk10	4	6	4	2
Mapk11	3	2	0	2
Mapk12	3	3	5	13
Mapk13	114	104	72	92
Mapk14	378	399	288	427
Mapk15	3	4	3	2
Mapk1ip1	22	42	44	29
Mapk1ip1l	178	215	148	155
Mapk3	225	302	249	261
Mapk4	0	2	2	3
Mapk6	119	97	91	103
Mapk7	27	29	23	13
Mapk8	97	78	70	83
Mapk8ip1	138	136	109	100
Mapk8ip2	7	5	1	1
Mapk8ip3	150	173	77	165
Mapk9	449	526	500	444
Mapkap1	172	210	189	163
Mapkapk2	235	309	279	320
Mapkapk3	56	114	76	68
Mapkapk5	99	123	90	128
Mapkbp1	40	32	33	30
Mapre1	289	229	237	274
Mapre2	232	285	223	240
Mapre3	66	48	29	51
Mapt	28	41	38	22
42064	2	1	3	3
42073	0	0	0	0
42074	0	0	0	0
42065	49	48	44	65
42066	8	0	2	5
42067	0	4	0	1
42068	355	438	434	501
42069	401	474	361	401
42070	140	147	132	132
42071	667	724	620	654
42072	39	39	22	31
Marcks	480	746	791	624
Marcksl1	11	13	12	36
Marcksl1-ps4	1	1	0	2
Marco	2	2	0	1
Mark1	0	4	0	1
Mark2	253	276	171	217
Mark3	153	189	158	183
Mark4	70	78	34	52
Mars	914	992	801	858
Mars2	45	42	43	38
Marveld1	84	134	98	65
Marveld2	82	93	92	76
Marveld3	66	96	85	59
Mas1	1	5	2	1
Masp1	0	0	0	1
Masp2	0	0	0	8
Mast1	6	4	5	4
Mast2	133	138	95	130
Mast3	440	532	276	316
Mast4	24	22	16	19
Mastl	6	11	3	2
Mat1a	965	939	572	855
Mat2a	496	520	560	618
Mat2b	299	379	353	374
Matk	0	1	0	0
Matn1	0	0	0	0
Matn2	36	18	16	32
Matn3	0	0	0	0
Matn4	145	90	90	96
Matr3	528	671	580	708
Mau2	250	390	257	268
Mavs	270	292	260	201
Max	173	148	173	210
Maz	297	378	268	337
Mb	0	0	0	1
Mbd1	96	108	81	120
Mbd2	269	321	320	327
Mbd3	401	359	262	342
Mbd3l1	0	0	0	0
Mbd3l2	0	0	0	0
Mbd4	8	10	3	6
Mbd5	46	50	33	51
Mbd6	89	100	54	95
Mbip	25	42	30	34
Mbl1	1	0	0	0
Mbl2	0	0	0	0
Mblac1	5	10	12	8
Mblac2	34	50	37	42
Mbnl1	368	471	364	480
Mbnl2	552	634	520	670
Mbnl3	111	114	132	157
Mboat1	6	11	10	11
Mboat2	1	7	2	2
Mboat4	1	0	2	0
Mboat7	66	81	59	75
Mbp	388	382	340	276
Mbtd1	151	153	132	140
Mbtps1	390	517	348	368
Mbtps2	118	109	87	140
Mc1r	0	0	0	0
Mc2r	0	0	0	0
Mc3r	0	0	0	0
Mc4r	0	0	0	0
Mc5r	1	1	0	1
Mcam	10	12	7	17
Mcart1	572	593	480	502
Mcart6	10	12	6	3
Mcat	69	68	64	59
Mcc	43	50	46	41
Mccc1	603	463	472	513
Mccc2	314	342	437	328
Mcee	120	131	169	144
Mcf2	0	2	1	0
Mcf2l	156	120	99	74
Mcfd2	2284	2941	3136	2859
Mchr1	0	0	0	0
Mcl1	858	1694	1572	1121
Mcm10	8	5	0	4
Mcm2	169	85	59	103
Mcm3	57	24	11	28
Mcm3ap	108	101	87	95
Mcm4	62	33	17	47
Mcm5	93	26	16	29
Mcm6	131	58	13	61
Mcm7	86	55	16	51
Mcm8	17	11	14	6
Mcm9	25	21	24	18
Mcmbp	109	140	100	114
Mcoln1	73	76	59	70
Mcoln2	2	0	0	0
Mcoln3	0	0	0	0
Mcph1	41	24	27	32
Mcpt-ps1	0	0	0	0
Mcpt1	0	0	0	0
Mcpt2	0	0	0	0
Mcpt4	1	0	0	0
Mcpt8	0	0	0	0
Mcpt9	0	0	0	0
Mcrs1	27	26	16	26
Mctp1	9	6	9	10
Mctp2	138	139	102	114
Mcts1	133	118	157	189
Mcts2	9	6	0	8
Mdc1	64	84	39	69
Mdfi	1	2	1	1
Mdfic	82	91	64	76
Mdga1	2	2	0	3
Mdga2	0	0	0	0
Mdh1	1728	1461	1613	1838
Mdh1b	1	0	0	1
Mdh2	618	590	647	654
Mdk	2	0	0	1
Mdm1	13	15	19	14
Mdm2	158	153	109	221
Mdm4	93	100	54	102
Mdn1	130	124	66	159
Mdp1	107	118	128	143
Me1	13	16	15	25
Me2	209	188	215	209
Me3	79	48	33	44
Mea1	196	185	212	217
Meaf6	28	33	34	33
Mecom	190	174	153	169
Mecp2	103	187	113	148
Mecr	301	280	218	241
Med1	133	133	104	178
Med10	109	133	123	109
Med11	41	32	51	42
Med12	167	176	80	166
Med12l	1	10	5	4
Med13	455	407	301	377
Med13l	153	154	93	156
Med14	393	356	344	333
Med15	85	125	71	100
Med16	64	82	39	47
Med17	50	68	46	55
Med18	5	15	12	4
Med19	67	76	58	74
Med20	84	85	78	69
Med21	35	55	50	63
Med22	282	288	222	302
Med23	82	77	51	100
Med24	115	99	72	110
Med25	146	144	71	87
Med26	48	37	24	48
Med27	21	26	15	22
Med28	101	99	102	139
Med29	34	38	21	38
Med30	57	70	76	78
Med31	11	11	12	29
Med4	37	35	43	33
Med6	27	27	38	37
Med7	82	98	101	119
Med8	89	149	125	104
Med9	69	90	77	78
Mef2a	72	62	50	53
Mef2b	1	0	0	1
Mef2c	5	4	0	5
Mef2d	159	182	105	163
Mefv	0	0	0	0
Meg3	13	14	6	18
Megf10	1	5	3	4
Megf11	0	1	1	0
Megf6	3	2	0	1
Megf8	126	153	78	98
Megf9	26	47	21	32
Mei1	0	0	0	0
Mei4	22	33	28	19
Meig1	1	0	0	0
Meis1	98	101	89	113
Meis2	398	393	417	364
Meis3	51	41	33	39
Melk	21	33	4	12
Memo1	105	127	108	104
Men1	208	251	174	159
Meox1	5	2	1	1
Meox2	0	0	0	0
Mep1a	0	1	2	0
Mep1b	0	0	0	0
Mepce	111	131	101	89
Mepe	0	0	0	0
Mertk	22	17	16	8
Mesdc1	69	54	52	77
Mesdc2	233	275	188	242
Mesp1	0	0	0	0
Mesp2	12	16	9	5
Mest	3	9	8	30
Met	226	146	135	181
Metap1	206	215	173	261
Metap1d	85	112	78	104
Metap2	705	720	901	928
Metrn	74	68	45	59
Metrnl	32	27	20	23
Mettl1	104	146	118	155
Mettl10	21	31	21	28
Mettl11a	77	56	59	50
Mettl11b	0	0	0	0
Mettl13	70	61	68	55
Mettl14	34	46	44	47
Mettl15	23	21	28	20
Mettl16	79	85	91	134
Mettl17	93	83	53	102
Mettl2	58	45	44	65
Mettl21a	42	32	52	38
Mettl21d	19	27	10	42
Mettl22	30	31	35	35
Mettl3	47	72	68	79
Mettl4	20	20	17	22
Mettl5	37	29	51	50
Mettl6	38	25	25	33
Mettl7a1	247	254	300	174
Mettl7a2	0	0	2	0
Mettl7b	0	0	0	0
Mettl8	55	83	83	68
Mettl9	459	334	446	410
Mex3a	15	18	5	23
Mex3b	7	6	6	5
Mex3c	216	243	151	313
Mex3d	20	27	23	21
Mfap1a	43	44	36	38
Mfap1b	7	5	5	11
Mfap2	0	0	0	1
Mfap3	58	75	67	72
Mfap3l	41	24	29	32
Mfap4	7	0	0	2
Mfap5	1	0	0	5
Mff	225	267	260	246
Mfge8	50	65	37	72
Mfhas1	42	28	30	31
Mfi2	4	0	3	5
Mfn1	147	205	152	213
Mfn2	216	186	183	180
Mfng	2	1	0	1
Mfrp	0	0	0	0
Mfsd1	371	369	404	389
Mfsd10	91	86	45	64
Mfsd11	250	308	298	263
Mfsd2a	0	2	1	2
Mfsd2b	3	5	2	2
Mfsd3	20	21	19	15
Mfsd4	312	294	309	257
Mfsd5	92	94	86	107
Mfsd6	551	555	377	541
Mfsd6l	7	6	17	9
Mfsd7a	24	21	29	29
Mfsd7b	31	37	23	42
Mfsd7c	40	61	48	45
Mfsd8	29	28	25	25
Mfsd9	24	15	26	10
Mga	205	268	141	255
Mgam	6	8	1	9
Mgat1	395	453	307	298
Mgat2	624	465	462	621
Mgat3	3	8	9	1
Mgat4a	736	738	549	823
Mgat4b	373	371	298	333
Mgat4c	0	0	0	0
Mgat5	5	4	4	5
Mgat5b	0	0	1	0
Mgea5	233	430	233	410
Mgl2	0	1	3	0
Mgll	508	522	470	534
Mgmt	46	36	35	45
Mgp	6	4	5	10
Mgrn1	308	325	227	302
Mgst1	108	79	129	207
Mgst2	0	0	0	0
Mgst3	41	55	54	43
Mia1	33	46	81	85
Mia2	88	135	84	91
Mia3	0	0	0	0
Miat	0	0	0	0
Mib1	200	244	125	230
Mib2	59	79	43	68
Mical1	5	1	3	7
Mical2	253	316	183	228
Mical3	22	12	4	12
Micalcl	38	44	39	49
Micall1	319	251	347	310
Micall2	9	9	8	11
Mid1	122	237	125	157
Mid1ip1	197	321	250	140
Mid2	109	140	101	137
Midn	182	186	131	179
Mier1	138	176	131	195
Mier2	64	64	33	61
Mier3	48	86	67	81
Mif	72	67	66	71
Mif4gd	170	228	173	183
Miip	51	91	53	73
Mill1	0	0	0	0
Mill2	1	1	4	1
Mina	72	73	57	76
Mink1	169	206	133	176
Minpp1	121	86	105	127
Mios	85	122	73	108
Miox	0	0	0	1
Mip	0	0	0	0
Mipep	80	73	98	114
Mipol1	6	10	5	10
Mir100	0	0	0	0
Mir101a	0	0	0	0
Mir101b	0	0	0	0
Mir101c	0	0	0	0
Mir103-1	0	0	0	0
Mir103-2	0	0	0	0
Mir105	0	0	0	0
Mir106a	0	0	0	0
Mir106b	0	0	0	0
Mir107	0	0	0	0
Mir10a	0	0	0	0
Mir10b	0	0	0	0
Mir1186	0	0	0	0
Mir1186b	0	0	0	0
Mir1187	0	0	0	0
Mir1188	0	0	0	0
Mir1190	0	0	0	0
Mir1192	1	4	0	0
Mir1193	0	0	0	0
Mir1196	0	0	0	0
Mir1197	0	0	0	0
Mir1199	0	0	0	0
Mir1224	0	0	0	0
Mir122a	0	0	0	0
Mir1247	0	0	0	0
Mir1249	0	0	0	0
Mir124a-1	0	0	0	0
Mir124a-2	0	0	0	0
Mir124a-3	0	0	0	0
Mir1251	0	0	0	0
Mir125a	0	0	0	0
Mir125b-1	0	0	0	0
Mir125b-2	0	0	0	0
Mir126	0	0	0	0
Mir1264	0	0	0	0
Mir127	0	0	0	0
Mir128-1	0	0	0	0
Mir128-2	0	0	0	0
Mir129-1	0	0	0	0
Mir129-2	0	0	0	0
Mir1298	0	0	0	0
Mir1306	0	0	0	0
Mir130a	0	0	0	0
Mir130b	0	0	0	0
Mir132	0	0	0	0
Mir133a-1	0	0	0	0
Mir133a-2	0	0	0	0
Mir133b	0	0	0	0
Mir134	0	0	0	0
Mir135a-1	0	0	0	0
Mir135a-2	0	0	0	0
Mir135b	0	0	0	0
Mir136	0	0	0	0
Mir137	0	0	0	0
Mir138-1	0	0	0	0
Mir138-2	0	0	0	0
Mir139	0	0	0	0
Mir140	0	0	0	0
Mir141	0	0	0	0
Mir142	0	0	0	0
Mir143	0	0	0	0
Mir144	0	0	0	0
Mir145	0	0	0	0
Mir146	0	0	0	0
Mir146b	0	0	0	0
Mir147	0	0	0	0
Mir148a	0	0	0	0
Mir148b	0	0	0	0
Mir149	0	0	0	0
Mir150	0	0	0	0
Mir152	0	0	0	0
Mir153	1	0	0	0
Mir154	0	0	0	0
Mir155	0	0	0	0
Mir15a	0	0	0	0
Mir15b	0	0	0	0
Mir16-1	0	1	0	0
Mir16-2	0	0	0	0
Mir17	0	0	0	0
Mir17hg	1	6	8	3
Mir18	0	0	0	0
Mir181a-1	0	0	0	0
Mir181a-2	0	0	0	0
Mir181b-1	0	0	0	0
Mir181b-2	0	0	0	0
Mir181c	0	0	0	0
Mir181d	0	0	0	0
Mir182	0	0	0	0
Mir183	0	0	0	0
Mir1839	0	1	0	0
Mir184	0	0	0	0
Mir1843	0	0	0	0
Mir1843b	0	0	0	0
Mir185	0	0	0	0
Mir186	0	0	0	0
Mir187	0	0	0	0
Mir188	0	0	0	0
Mir1892	0	0	0	0
Mir1893	0	0	0	0
Mir1894	3	0	2	0
Mir1895	0	0	0	0
Mir1896	0	0	0	0
Mir1897	0	0	0	0
Mir1898	0	1	0	3
Mir1899	0	0	0	0
Mir18b	0	0	0	0
Mir190	0	0	0	0
Mir1900	0	0	0	0
Mir1901	2	0	1	0
Mir1902	0	0	0	0
Mir1903	0	0	0	0
Mir1904	0	0	0	0
Mir1905	1	1	1	3
Mir1906-1	0	0	0	0
Mir1906-2	0	0	0	0
Mir1907	0	0	0	0
Mir190b	0	0	0	0
Mir191	1	0	0	0
Mir1912	0	0	0	0
Mir192	0	0	0	0
Mir1929	0	0	0	0
Mir193	0	0	0	0
Mir1930	0	0	0	0
Mir1931	0	0	0	0
Mir1932	0	0	0	0
Mir1933	0	0	0	0
Mir1934	0	0	0	0
Mir1936	0	0	0	0
Mir1938	0	1	0	0
Mir193b	0	0	0	0
Mir194-1	0	0	0	0
Mir194-2	0	0	0	0
Mir1940	0	0	0	0
Mir1941	0	0	0	0
Mir1942	0	0	0	0
Mir1943	0	1	0	0
Mir1945	0	0	0	0
Mir1946a	0	0	0	0
Mir1947	0	0	0	0
Mir1948	0	0	0	0
Mir1949	0	0	0	2
Mir195	0	0	0	0
Mir1951	0	0	0	0
Mir1952	0	0	0	0
Mir1953	0	0	0	0
Mir1955	0	0	0	0
Mir1956	0	0	0	0
Mir1960	0	0	0	0
Mir1961	0	0	0	0
Mir1962	0	0	0	0
Mir1963	0	0	0	0
Mir1964	0	0	0	0
Mir1965	0	0	0	0
Mir1966	0	0	0	0
Mir1967	0	0	0	0
Mir1968	0	0	0	0
Mir1969	0	0	0	0
Mir196a-1	0	0	0	0
Mir196a-2	0	0	0	0
Mir196b	0	0	0	0
Mir1971	0	0	0	0
Mir1981	0	0	0	0
Mir1982	1	0	0	0
Mir1983	0	0	0	0
Mir199a-1	0	0	0	0
Mir199a-2	0	0	0	0
Mir199b	0	0	0	0
Mir19a	0	0	0	0
Mir19b-1	0	0	0	0
Mir19b-2	0	0	0	0
Mir1a-1	0	0	0	0
Mir1a-2	0	0	0	0
Mir1b	0	0	0	0
Mir200a	0	0	0	0
Mir200b	0	0	0	0
Mir200c	0	0	0	0
Mir201	0	0	0	0
Mir202	0	0	0	0
Mir203	0	0	0	0
Mir204	0	0	0	0
Mir205	0	0	0	0
Mir206	0	0	0	0
Mir207	0	0	0	0
Mir208a	0	0	0	0
Mir208b	0	0	0	0
Mir20a	0	0	0	0
Mir20b	0	0	0	0
Mir21	0	0	0	0
Mir210	0	0	0	0
Mir211	0	0	0	0
Mir212	0	0	0	0
Mir2136	0	0	0	0
Mir2137	0	0	0	0
Mir214	0	0	0	0
Mir215	0	0	0	0
Mir216a	0	0	1	0
Mir216b	0	0	0	0
Mir217	0	0	0	0
Mir218-1	0	0	0	0
Mir218-2	0	0	0	0
Mir219-1	0	0	0	0
Mir219-2	0	0	0	0
Mir22	0	0	0	0
Mir221	0	0	0	0
Mir222	0	0	0	0
Mir223	0	0	0	0
Mir224	0	0	0	0
Mir23a	0	0	0	1
Mir23b	0	0	0	0
Mir24-1	0	0	0	0
Mir24-2	0	0	0	0
Mir25	0	0	0	0
Mir26a-1	0	0	0	0
Mir26a-2	0	0	0	0
Mir26b	0	0	0	1
Mir27a	0	0	0	0
Mir27b	0	0	0	0
Mir2861	0	0	0	0
Mir28b	0	0	0	0
Mir290	0	0	0	0
Mir291a	0	0	0	0
Mir291b	0	0	0	0
Mir292	0	0	0	0
Mir293	0	0	0	0
Mir294	0	0	0	0
Mir295	0	0	0	0
Mir296	0	0	0	0
Mir297-1	0	0	0	0
Mir297a-3	0	0	0	0
Mir297b	0	0	0	0
Mir297c	0	0	0	0
Mir298	0	0	0	0
Mir299	0	0	0	0
Mir29a	0	0	0	0
Mir29b-1	0	0	0	0
Mir29b-2	0	0	0	0
Mir29c	0	0	0	0
Mir300	0	0	0	0
Mir301	0	0	0	0
Mir301b	0	0	0	0
Mir302a	0	0	0	0
Mir302b	0	0	0	0
Mir302c	0	0	0	0
Mir302d	0	0	0	0
Mir3057	0	1	0	1
Mir3058	0	1	0	1
Mir3059	0	0	0	0
Mir3060	0	0	0	0
Mir3061	0	2	4	1
Mir3062	0	0	0	0
Mir3064	17	18	7	12
Mir3065	0	0	0	0
Mir3066	0	0	0	0
Mir3067	0	0	0	0
Mir3068	1	1	0	0
Mir3070a	0	0	0	0
Mir3070b	0	0	0	0
Mir3071	0	0	0	0
Mir3072	0	0	0	0
Mir3073	0	0	0	0
Mir3074-1	0	0	0	0
Mir3074-2	0	0	0	0
Mir3075	0	0	0	0
Mir3077	0	0	0	0
Mir3078	0	0	0	0
Mir3081	0	0	0	0
Mir3083	0	0	0	0
Mir3085	0	0	0	0
Mir3086	0	0	0	0
Mir3087	0	0	0	0
Mir3088	0	0	0	0
Mir3089	0	0	0	0
Mir3091	0	0	0	0
Mir3092	0	0	0	0
Mir3093	0	0	0	0
Mir3094	0	0	0	0
Mir3095	0	0	0	0
Mir3096	0	0	0	0
Mir3096b	0	0	0	0
Mir3097	0	0	0	0
Mir3099	0	0	0	0
Mir30a	0	0	0	0
Mir30b	0	0	0	0
Mir30c-1	0	0	0	0
Mir30c-2	0	0	0	0
Mir30d	0	0	0	0
Mir30e	0	0	0	0
Mir31	0	0	0	0
Mir3100	0	0	0	0
Mir3101	0	0	0	0
Mir3102	0	0	0	0
Mir3103	0	0	0	0
Mir3106	0	0	0	0
Mir3107	0	0	0	0
Mir3108	0	0	0	0
Mir3109	0	0	0	0
Mir3110	0	0	0	0
Mir3112	1	0	1	0
Mir32	0	0	0	0
Mir320	0	0	0	0
Mir322	0	0	0	0
Mir323	0	0	0	0
Mir324	0	0	0	0
Mir326	0	0	0	0
Mir328	0	0	0	0
Mir329	0	0	0	0
Mir33	0	0	0	0
Mir330	0	1	0	0
Mir331	0	1	0	0
Mir335	0	0	0	0
Mir337	0	0	0	0
Mir338	0	0	0	0
Mir339	0	0	0	0
Mir340	0	0	0	0
Mir341	0	0	0	0
Mir343	0	0	0	0
Mir344	0	0	0	0
Mir344-2	0	0	0	0
Mir344b	0	0	0	0
Mir344c	0	0	0	0
Mir344d-1	0	0	0	0
Mir344d-2	0	0	0	0
Mir344d-3	0	0	0	0
Mir344e	0	0	0	0
Mir344f	0	0	0	0
Mir344g	0	0	0	0
Mir345	0	0	1	0
Mir346	0	0	0	0
Mir3471-1	0	0	0	0
Mir3473	0	0	0	0
Mir3473c	0	0	0	0
Mir3473d	0	0	0	0
Mir3474	0	0	0	0
Mir3475	0	0	0	0
Mir34a	0	0	0	0
Mir34b	0	0	0	0
Mir34c	0	0	0	0
Mir350	0	0	0	0
Mir351	0	0	0	0
Mir3572	0	0	0	0
Mir362	0	0	0	0
Mir363	0	0	0	0
Mir365-1	0	0	0	0
Mir365-2	0	0	0	0
Mir367	0	0	0	0
Mir369	0	0	0	0
Mir370	0	0	0	0
Mir374	0	1	0	0
Mir374c	0	0	0	0
Mir375	0	0	0	0
Mir376a	0	0	0	0
Mir376b	0	0	0	0
Mir376c	0	0	0	0
Mir377	0	0	0	0
Mir378b	0	0	0	0
Mir379	0	0	0	0
Mir380	0	0	0	0
Mir381	0	0	0	0
Mir382	0	0	0	0
Mir383	0	0	0	0
Mir384	0	0	0	0
Mir3960	0	0	0	0
Mir3966	0	0	0	0
Mir3967	0	0	0	0
Mir3968	0	0	0	0
Mir3969	0	0	0	0
Mir3971	0	0	0	0
Mir409	0	0	0	0
Mir410	0	0	0	0
Mir411	0	0	0	0
Mir412	0	0	0	0
Mir421	0	0	0	0
Mir423	0	0	0	0
Mir425	0	0	0	0
Mir429	0	0	0	0
Mir431	0	0	0	0
Mir432	0	0	0	0
Mir433	0	0	0	0
Mir434	0	0	0	0
Mir448	0	0	0	0
Mir449a	0	0	0	0
Mir449b	0	0	0	0
Mir449c	0	0	0	0
Mir450-1	0	0	0	0
Mir450-2	0	0	0	0
Mir450b	0	0	0	0
Mir451	0	0	0	0
Mir452	0	0	0	0
Mir453	0	0	0	0
Mir455	0	0	0	0
Mir463	0	0	0	0
Mir465	0	0	0	0
Mir465b-1	0	0	0	0
Mir465b-2	0	0	0	0
Mir465c-1	0	0	0	0
Mir465c-2	0	0	0	0
Mir466	0	0	0	0
Mir4660	0	0	0	0
Mir466g	0	0	0	0
Mir466i	0	0	0	0
Mir467a-1	0	0	0	0
Mir467a-10	0	0	0	0
Mir467a-2	0	0	0	0
Mir467a-3	0	0	0	0
Mir467a-4	0	0	0	0
Mir467a-5	0	0	0	0
Mir467a-6	0	0	0	0
Mir467a-7	0	0	0	0
Mir467a-8	0	0	0	0
Mir467a-9	0	0	0	0
Mir467b	0	0	0	0
Mir467d	0	0	0	0
Mir467f	0	0	0	0
Mir468	0	0	0	0
Mir470	0	0	0	0
Mir471	0	0	0	0
Mir483	0	0	0	0
Mir484	0	0	0	0
Mir485	0	0	0	0
Mir486	0	0	0	0
Mir487b	0	0	0	0
Mir488	0	0	0	0
Mir489	0	0	0	0
Mir490	0	0	0	0
Mir491	0	0	0	1
Mir493	0	0	0	0
Mir494	0	0	0	0
Mir495	0	0	0	0
Mir496	0	0	0	0
Mir497	0	0	0	0
Mir499	0	0	0	0
Mir500	0	0	0	0
Mir501	0	0	0	0
Mir503	0	0	0	0
Mir504	0	0	0	0
Mir5046	0	0	0	0
Mir505	0	0	0	0
Mir509	0	0	0	0
Mir5098	0	0	0	0
Mir5100	0	0	0	0
Mir5103	0	0	0	0
Mir5104	0	0	0	0
Mir5106	0	0	0	0
Mir5107	0	1	0	0
Mir5108	0	0	0	0
Mir5109	44	21	17	24
Mir511	0	0	0	0
Mir5112	0	0	0	0
Mir5114	0	0	0	0
Mir5116	0	0	0	0
Mir5117	0	0	0	0
Mir5119	0	0	0	0
Mir5121	0	0	0	0
Mir5122	0	0	0	0
Mir5123	0	0	0	0
Mir5126	0	0	0	0
Mir5127	0	0	0	0
Mir5128	0	0	0	0
Mir5129	0	0	0	0
Mir5130	0	0	0	0
Mir5132	0	0	0	0
Mir5133	0	0	0	0
Mir5134	0	0	0	0
Mir5135	0	0	0	0
Mir5136	0	0	0	0
Mir532	0	0	0	0
Mir539	0	0	0	0
Mir540	0	0	0	0
Mir541	0	0	0	0
Mir542	0	0	0	0
Mir543	0	0	0	0
Mir546	0	0	0	0
Mir547	0	0	0	0
Mir551b	0	0	0	0
Mir568	2	2	0	0
Mir574	0	0	0	0
Mir582	0	0	0	0
Mir592	0	0	0	0
Mir598	0	0	0	0
Mir599	0	0	0	0
Mir615	0	0	0	0
Mir653	0	0	0	0
Mir654	0	0	0	0
Mir664	0	0	0	0
Mir665	0	0	0	0
Mir666	0	0	0	0
Mir667	0	0	0	0
Mir668	0	0	0	0
Mir669a-1	0	0	0	0
Mir669a-10	0	0	0	0
Mir669a-11	0	0	0	0
Mir669a-12	0	0	0	0
Mir669a-2	0	0	0	0
Mir669a-3	0	0	0	0
Mir669a-4	0	0	0	0
Mir669a-5	0	0	0	0
Mir669a-6	0	0	0	0
Mir669a-7	0	0	0	0
Mir669a-8	0	0	0	0
Mir669a-9	0	0	0	0
Mir669b	0	0	0	0
Mir669c	0	0	0	0
Mir669e	0	0	0	0
Mir669g	0	0	0	0
Mir669h	0	0	0	0
Mir669i	0	0	0	0
Mir669j	0	0	0	0
Mir669k	0	0	0	0
Mir669m-1	0	0	0	0
Mir669m-2	0	0	0	0
Mir669p-1	0	0	0	0
Mir669p-2	0	0	0	0
Mir670	0	0	0	0
Mir671	0	0	0	0
Mir672	0	0	0	0
Mir673	0	0	0	0
Mir674	0	0	0	0
Mir675	0	0	0	0
Mir676	0	0	0	0
Mir677	2	4	1	1
Mir678	0	0	0	0
Mir679	0	0	0	0
Mir680-1	0	0	0	0
Mir680-2	0	0	0	0
Mir680-3	0	0	0	0
Mir681	0	0	0	0
Mir682	60	73	59	97
Mir683-1	0	0	0	0
Mir683-2	0	0	0	0
Mir684-1	2	3	3	1
Mir684-2	0	0	0	0
Mir686	0	0	0	0
Mir687	0	0	0	0
Mir688	0	0	0	0
Mir690	0	0	0	0
Mir691	0	0	0	0
Mir692-1	0	1	2	0
Mir693	0	0	0	0
Mir694	0	0	0	0
Mir695	0	0	0	0
Mir697	0	0	0	0
Mir698	0	0	0	0
Mir7-1	0	0	2	1
Mir7-2	0	0	0	0
Mir700	0	0	0	0
Mir701	0	0	0	0
Mir702	0	0	0	0
Mir703	57	81	91	114
Mir704	0	1	0	1
Mir705	0	0	0	0
Mir706	0	0	0	0
Mir707	1	1	0	0
Mir708	0	0	0	0
Mir709	0	0	1	0
Mir710	0	0	0	0
Mir711	0	0	0	0
Mir713	0	0	0	0
Mir717	0	0	0	0
Mir718	0	0	0	0
Mir719	0	0	0	0
Mir720	0	0	0	0
Mir721	0	0	0	0
Mir741	0	0	0	0
Mir742	0	0	0	0
Mir743	0	0	0	0
Mir743b	0	0	0	0
Mir744	0	0	0	0
Mir758	0	0	0	0
Mir759	0	0	0	0
Mir760	0	0	0	0
Mir761	0	1	0	0
