ProbeIDs	GAOM_10	GAOM_11	GAOM_1	GAOM_2	GAOM_3	GAOM_6
Gm5460	0	0	0	0	0	0
Gm5464	0	0	0	0	1	0
Gm5465	0	1	0	0	1	0
Gm5468	0	0	0	0	0	0
Gm5475	0	0	0	1	2	0
Gm5476	0	0	0	0	0	0
Gm5477	0	0	0	0	0	0
Gm5478	0	0	0	0	0	0
Gm5483	0	0	0	0	0	0
Gm5485	0	0	0	0	2	0
Gm5494	0	0	0	0	0	0
Gm5506	9	8	3	7	8	14
Gm5512	15	18	27	19	15	17
Gm5523	0	0	0	0	0	0
Gm5531	0	0	0	0	0	0
Gm5538	0	0	0	0	0	0
Gm5544	0	0	0	0	0	0
Gm5567	2	5	1	0	0	5
Gm5577	0	0	0	0	0	0
Gm5591	0	0	0	0	0	0
Gm5592	0	0	0	0	0	0
Gm5595	6	11	5	5	2	12
Gm5607	0	0	0	0	0	0
Gm561	43	68	46	65	52	66
Gm5615	0	0	0	0	0	0
Gm5617	5	5	3	4	3	7
Gm5622	0	0	0	0	0	0
Gm5627	0	0	0	0	0	0
Gm5634	0	0	0	0	0	0
Gm5635	0	0	0	0	0	0
Gm5640	0	0	0	0	0	0
Gm5643	0	0	0	0	0	0
Gm5647	0	0	0	0	0	0
Gm5662	0	0	0	0	0	0
Gm5712	0	0	0	0	0	0
Gm572	1	1	0	1	1	0
Gm5725	0	0	0	0	0	0
Gm5726	0	0	0	0	0	0
Gm5728	0	0	0	0	0	0
Gm5736	0	0	0	0	0	0
Gm5741	0	0	0	0	0	0
Gm5766	1	0	1	2	0	3
Gm5771	1018	552	1544	653	580	717
Gm5779	0	2	0	3	0	1
Gm5797	0	0	0	0	0	0
Gm5800	0	0	0	0	0	0
Gm5801	79	84	43	48	76	80
Gm5803	0	1	0	0	0	0
Gm581	0	0	0	0	0	0
Gm5820	0	0	0	0	0	0
Gm5833	0	0	0	0	0	0
Gm5860	0	0	0	0	0	0
Gm5868	0	0	0	0	0	0
Gm5878	0	0	0	2	0	0
Gm5885	0	0	0	0	0	0
Gm5886	0	0	0	0	0	0
Gm5887	0	0	0	0	0	0
Gm5891	0	0	0	0	0	0
Gm5894	0	0	0	0	0	0
Gm590	0	0	0	0	0	0
Gm5901	0	0	0	0	0	0
Gm5916	0	0	0	0	0	0
Gm5918	21	15	28	37	21	20
Gm5925	0	0	0	0	0	0
Gm5934	0	0	0	0	0	0
Gm5935	0	0	0	0	0	0
Gm5936	0	0	0	0	0	0
Gm5938	0	0	0	0	0	0
Gm5941	0	0	0	0	0	0
Gm595	0	0	0	0	0	0
Gm597	0	0	0	0	0	0
Gm5972	0	0	0	0	0	0
Gm600	0	0	1	0	0	0
Gm6026	0	0	0	0	0	0
Gm6034	0	0	0	0	0	0
Gm6040	0	0	0	0	0	0
Gm6042	0	0	0	0	0	0
Gm606	0	0	0	0	0	0
Gm608	160	230	176	139	141	163
Gm6084	0	0	0	0	0	0
Gm6086	0	0	0	1	0	0
Gm609	6	4	3	5	1	12
Gm6121	0	0	0	0	0	0
Gm614	0	0	0	2	0	0
Gm6150	0	0	0	0	0	0
Gm6164	0	0	0	0	0	0
Gm6194	11	6	3	3	2	3
Gm6213	0	1	0	0	0	0
Gm6222	0	0	0	0	0	0
Gm6225	0	0	0	0	1	0
Gm6251	21	28	5	9	16	22
Gm6260	0	0	0	0	0	0
Gm6268	0	0	0	0	0	0
Gm628	0	0	0	0	0	0
Gm6289	0	0	0	0	0	0
Gm6300	0	0	0	0	0	0
Gm6320	0	0	0	0	0	0
Gm6329	0	0	0	0	0	0
Gm6367	0	0	0	0	0	0
Gm6370	0	0	0	0	0	0
Gm6377	2	2	1	27	0	4
Gm6402	8	2	3	4	7	11
Gm6406	0	0	0	0	0	0
Gm6408	0	0	0	0	0	0
Gm6455	0	0	0	0	0	0
Gm6460	0	0	0	0	0	0
Gm648	0	0	0	0	0	0
Gm6484	76	83	32	50	34	53
Gm6498	0	0	0	0	0	0
Gm6524	9	19	14	10	9	9
Gm6525	0	0	0	0	0	1
Gm6531	0	0	1	0	1	1
Gm6537	0	0	1	0	0	0
Gm6548	338	353	278	325	335	540
Gm6568	2	2	0	0	0	0
Gm6578	4	4	4	4	3	5
Gm6583	0	0	0	0	0	0
Gm6588	0	0	0	0	0	0
Gm6592	0	0	0	0	0	0
Gm6607	0	0	0	0	0	0
Gm6614	0	0	0	0	0	0
Gm6623	1	1	2	3	1	5
Gm6634	0	0	0	0	0	0
Gm6639	0	0	0	0	0	0
Gm6642	0	0	0	0	0	0
Gm6644	0	0	0	0	0	0
Gm6654	0	1	0	0	0	1
Gm6682	15	17	6	10	5	22
Gm6696	0	0	0	0	0	0
Gm6710	0	0	0	0	0	0
Gm6760	0	0	0	0	0	0
Gm6762	0	2	0	0	0	0
Gm6772	0	0	0	0	0	0
Gm6787	1	1	0	0	2	1
Gm6788	4	6	3	1	1	2
Gm6792	0	0	0	0	0	0
Gm6793	0	0	0	0	0	0
Gm6812	0	0	0	0	0	0
Gm684	5	3	2	2	11	8
Gm6878	0	0	0	0	0	0
Gm6880	0	0	0	0	0	0
Gm6890	0	0	0	0	0	0
Gm6900	0	1	1	0	1	1
Gm6904	0	0	0	0	0	0
Gm6907	3	3	0	3	0	1
Gm6927	0	0	0	0	0	0
Gm6936	0	0	0	0	0	0
Gm6938	0	0	0	0	0	0
Gm694	0	0	0	0	0	0
Gm6981	0	1	0	2	2	0
Gm6985	0	0	0	0	0	0
Gm6994	0	0	0	0	0	0
Gm70	0	0	1	3	0	1
Gm7030	0	0	0	0	0	0
Gm7056	0	0	0	0	0	0
Gm7073	0	0	0	0	0	0
Gm7092	0	0	0	0	0	0
Gm7102	4	3	2	2	2	0
Gm7104	0	0	0	0	0	0
Gm711	0	0	0	0	0	1
Gm7120	46	55	125	27	52	14
Gm7134	0	0	0	0	0	0
Gm7157	0	0	0	0	0	0
Gm7168	0	0	0	0	0	0
Gm7173	1	0	0	0	0	2
Gm7244	4	3	4	4	1	3
Gm7257	0	0	0	0	0	0
Gm7271	0	0	0	0	0	0
Gm732	0	0	0	0	0	0
Gm7325	0	0	0	0	0	0
Gm7334	0	0	0	0	0	0
Gm7337	0	0	0	0	0	0
Gm7367	0	0	0	0	0	0
Gm7444	0	0	0	0	0	0
Gm749	0	0	0	0	0	0
Gm7534	0	0	0	0	0	0
Gm7550	0	0	0	0	0	0
Gm757	0	0	0	0	0	0
Gm7609	0	0	0	0	0	0
Gm7616	0	0	0	0	0	0
Gm765	0	0	0	0	0	0
Gm766	0	0	0	0	0	0
Gm7694	21	17	6	10	8	19
Gm7714	0	0	0	0	0	0
Gm773	0	0	0	0	0	0
Gm7849	0	0	0	0	0	0
Gm7854	0	0	0	1	0	0
Gm7861	0	0	0	0	0	0
Gm7903	0	0	0	0	0	0
Gm7904	0	1	0	0	0	0
Gm7977	0	0	0	0	0	0
Gm8050	0	0	0	0	0	0
Gm806	0	0	0	0	0	0
Gm8096	0	1	1	0	0	0
Gm813	0	0	0	0	0	0
Gm815	0	0	0	0	0	0
Gm8221	0	0	0	0	0	0
Gm8234	0	0	1	1	0	0
Gm826	0	0	0	0	0	0
Gm8267	0	0	0	0	0	0
Gm829	0	0	0	0	0	0
Gm8298	0	0	0	0	0	0
Gm8300	0	0	0	0	0	0
Gm833	0	0	0	0	0	0
Gm8348	0	0	0	0	0	0
Gm8369	0	0	0	5	0	0
Gm839	0	0	0	0	0	0
Gm8439	0	0	0	0	0	0
Gm8453	0	0	0	0	0	0
Gm853	0	0	0	0	0	0
Gm8579	0	0	0	0	0	0
Gm8580	0	1	0	0	2	0
Gm8615	3	16	4	4	8	8
Gm8660	0	0	0	0	0	0
Gm8677	0	0	0	0	0	0
Gm8693	0	0	0	0	0	0
Gm8709	0	0	0	0	0	0
Gm872	0	0	0	0	0	0
Gm8720	0	0	0	0	0	0
Gm8773	0	0	0	0	0	1
Gm8787	0	0	0	0	1	0
Gm88	3	10	2	8	1	8
Gm8801	5	0	0	0	2	0
Gm8817	1	0	0	0	0	0
Gm884	0	0	0	0	0	0
Gm885	1	0	0	0	1	0
Gm8882	0	0	0	0	0	0
Gm8883	0	0	0	0	0	0
Gm8884	0	0	0	0	0	0
Gm889	0	0	0	1	0	0
Gm8898	0	0	0	0	0	0
Gm8909	0	0	0	0	1	0
Gm8979	0	0	0	0	0	0
Gm8989	0	0	0	0	0	0
Gm8994	0	0	0	0	0	0
Gm9	0	0	0	0	0	0
Gm904	0	0	0	0	0	0
Gm9047	0	0	0	0	0	1
Gm906	0	0	0	0	0	0
Gm9079	1	4	0	1	2	4
Gm9112	0	0	0	0	0	0
Gm9125	0	0	0	0	0	0
Gm9159	0	0	0	0	0	0
Gm9199	0	2	0	1	1	1
Gm9268	0	0	0	0	0	0
Gm9376	0	0	0	0	0	0
Gm94	0	0	0	0	0	0
Gm949	0	0	0	0	0	0
Gm9513	0	0	0	0	0	0
Gm9524	0	0	0	0	0	0
Gm962	40	24	29	14	24	25
Gm9696	0	0	0	0	0	0
Gm97	0	0	0	0	0	0
Gm9705	0	0	0	0	0	0
Gm973	0	0	0	0	0	1
Gm9731	0	0	0	0	0	0
Gm9733	0	0	0	1	0	0
Gm9758	0	0	0	0	0	0
Gm9766	6	4	3	9	0	6
Gm9767	0	0	0	0	0	0
Gm9786	0	0	0	0	0	0
Gm9790	0	0	0	0	0	0
Gm98	513	804	517	336	524	551
Gm9839	0	0	0	0	0	0
Gm9846	0	0	0	0	0	0
Gm9855	0	0	0	0	0	0
Gm9871	0	0	0	0	0	0
Gm9880	0	0	0	0	0	0
Gm9897	1	0	0	1	2	1
Gm9899	0	1	2	7	1	1
Gm9926	0	1	0	1	1	2
Gm996	10	5	5	2	5	6
Gm9961	0	0	0	0	0	0
Gm9962	0	0	0	0	0	0
Gm9992	0	0	0	0	0	0
Gm9994	0	0	0	0	0	0
Gm9999	0	0	0	0	0	0
Gmcl1	133	98	77	105	117	113
Gmcl1l	0	0	0	0	0	0
Gmds	174	145	103	114	130	172
Gmeb1	38	22	25	18	26	39
Gmeb2	118	107	72	72	82	118
Gmfb	122	155	144	188	120	183
Gmfg	14	5	19	10	17	12
Gmip	73	40	38	32	15	49
Gml	0	0	0	0	0	0
Gmnn	22	37	19	28	42	35
Gmppa	438	418	362	259	392	385
Gmppb	549	333	329	271	314	498
Gmpr	3	2	1	2	1	1
Gmpr2	63	65	48	56	63	47
Gmps	247	190	202	163	178	266
Gna11	455	425	260	299	354	394
Gna12	86	75	50	36	56	61
Gna13	204	245	238	184	206	251
Gna14	140	147	124	92	149	172
Gna15	0	0	1	0	0	1
Gnai1	428	331	488	377	388	432
Gnai2	274	273	132	226	181	245
Gnai3	749	727	698	628	709	751
Gnal	4	5	1	1	5	7
Gnao1	22	43	3	17	15	18
Gnaq	285	304	247	193	254	263
Gnas	4641	4260	2266	3061	3643	3267
Gnat1	0	0	0	0	1	0
Gnat2	43	44	50	34	43	31
Gnat3	0	0	0	0	0	0
Gnaz	7	12	4	4	10	7
Gnb1	641	721	413	555	636	694
Gnb1l	37	25	16	16	21	31
Gnb2	798	981	429	549	682	657
Gnb2l1	7926	8948	6091	7609	7730	12056
Gnb3	0	0	0	0	0	0
Gnb4	1	2	1	4	0	2
Gnb5	6	28	6	16	5	12
Gne	279	205	176	102	204	222
Gng10	100	91	43	87	144	116
Gng11	2	0	2	10	3	4
Gng12	309	305	202	232	305	310
Gng13	0	0	0	0	0	0
Gng2	2	2	1	14	1	1
Gng3	0	0	0	0	0	1
Gng4	12	16	1	5	1	2
Gng5	64	58	38	53	63	69
Gng7	35	27	15	21	40	26
Gng8	0	0	0	0	0	0
Gngt1	0	0	0	0	0	0
Gngt2	1	1	3	7	0	0
Gnl1	157	194	67	115	137	147
Gnl2	203	147	167	138	157	211
Gnl3	220	179	269	134	136	343
Gnl3l	135	114	132	109	103	160
Gnmt	1229	888	738	509	949	516
Gnpat	217	188	154	143	151	195
Gnpda1	26	81	31	57	40	47
Gnpda2	31	53	46	42	51	46
Gnpnat1	138	118	140	143	126	189
Gnptab	273	351	178	243	271	314
Gnptg	377	309	203	226	254	298
Gnrh1	0	1	0	0	0	2
Gnrhr	0	0	0	0	0	0
Gns	387	369	257	210	291	292
Golga1	228	264	302	184	215	281
Golga2	355	434	322	243	300	404
Golga3	317	300	350	203	188	235
Golga4	904	929	980	628	638	913
Golga5	243	276	392	224	242	300
Golga7	98	139	131	84	105	102
Golga7b	1	0	0	0	0	0
Golgb1	609	598	709	364	381	558
Golim4	217	216	184	172	197	233
Golm1	38	32	19	42	24	46
Golph3	768	759	846	723	827	855
Golph3l	333	305	361	289	349	350
Golt1a	6	3	5	1	11	6
Golt1b	208	212	174	195	205	262
Gon4l	75	65	42	53	53	92
Gopc	99	125	112	56	86	103
Gorab	41	59	44	57	50	46
Gorasp1	235	238	158	152	139	259
Gorasp2	1434	1679	1538	833	1219	1118
Gosr1	194	227	221	121	216	197
Gosr2	515	434	403	396	392	521
Got1	220	190	103	159	185	182
Got1l1	0	0	0	0	0	0
Got2	151	154	99	105	112	152
Gp1ba	0	0	0	0	0	0
Gp1bb	0	0	0	0	0	1
Gp2	134580	122256	119555	157143	147562	135819
Gp49a	3	1	3	15	2	3
Gp5	6	2	3	2	2	1
Gp6	0	0	0	0	0	0
Gp9	0	0	0	0	0	0
Gpa33	1	0	1	0	4	1
Gpaa1	183	194	76	71	103	123
Gpam	214	296	162	115	188	185
Gpank1	30	31	21	23	34	27
Gpat2	0	0	1	0	0	0
Gpatch1	34	45	21	26	46	54
Gpatch2	56	56	44	31	34	60
Gpatch3	15	22	15	12	10	21
Gpatch4	91	80	152	82	97	161
Gpatch8	93	104	68	79	67	74
Gpbar1	0	0	0	0	0	0
Gpbp1	335	413	386	415	376	437
Gpbp1l1	139	164	146	143	151	179
Gpc1	79	86	80	49	93	57
Gpc2	4	3	5	9	7	10
Gpc3	86	168	29	47	139	92
Gpc4	87	149	40	95	100	120
Gpc5	0	0	0	0	0	0
Gpc6	4	4	1	3	2	3
Gpcpd1	114	144	83	103	105	104
Gpd1	294	182	163	154	158	217
Gpd1l	352	379	497	268	344	335
Gpd2	69	99	99	72	72	67
Gpha2	0	0	0	0	0	0
Gphb5	0	0	0	0	0	0
Gphn	136	172	181	120	153	153
Gpi1	344	430	261	250	360	447
Gpihbp1	3	1	0	8	0	1
Gpkow	61	73	63	59	58	81
Gpld1	50	49	28	40	50	49
Gpm6a	8	16	7	25	17	16
Gpm6b	6	10	15	34	11	15
Gpn1	81	77	61	61	75	86
Gpn2	33	28	26	19	20	26
Gpn3	56	55	58	36	65	55
Gpnmb	14	2	69	15	2	6
Gpr1	1	0	0	2	0	0
Gpr101	0	0	0	0	0	0
Gpr107	150	196	176	128	114	198
Gpr108	502	368	279	309	380	456
Gpr110	2	4	1	4	2	4
Gpr111	1	0	0	0	0	1
Gpr113	0	0	0	0	0	0
Gpr114	0	0	0	1	0	0
Gpr115	0	1	0	0	2	0
Gpr116	25	12	9	85	4	13
Gpr119	1	0	0	1	5	2
Gpr12	0	0	0	0	0	0
Gpr123	0	0	0	0	0	0
Gpr124	1	0	5	3	1	5
Gpr125	440	588	378	375	479	466
Gpr126	16	31	28	48	19	21
Gpr128	0	0	0	0	0	0
Gpr132	1	4	2	38	0	2
Gpr133	5	1	4	22	3	6
Gpr135	0	1	0	0	1	0
Gpr137	58	79	42	34	46	55
Gpr137b	0	2	4	6	3	0
Gpr137b-ps	0	3	3	5	0	0
Gpr137c	0	1	1	0	1	2
Gpr139	0	0	0	0	0	0
Gpr141	0	0	0	1	0	0
Gpr142	2	4	0	0	1	1
Gpr143	0	0	0	0	0	0
Gpr146	23	55	10	18	34	25
Gpr149	0	0	0	0	0	0
Gpr15	0	0	0	0	0	0
Gpr150	0	0	0	0	0	0
Gpr151	0	0	0	0	0	0
Gpr152	0	0	0	0	0	0
Gpr153	1	2	4	12	0	2
Gpr155	42	49	21	36	41	54
Gpr156	0	0	0	0	0	0
Gpr157	6	3	3	6	4	2
Gpr158	1	5	1	0	2	1
Gpr160	10	10	10	6	13	11
Gpr161	4	6	1	5	0	5
Gpr162	1	1	1	4	1	1
Gpr165	0	0	0	0	0	0
Gpr17	0	0	0	0	0	0
Gpr171	2	0	1	8	0	0
Gpr172b	79	65	38	44	56	68
Gpr173	0	0	0	1	1	0
Gpr174	1	3	0	19	0	0
Gpr176	1	1	0	1	0	0
Gpr179	0	0	1	0	2	1
Gpr18	2	0	0	10	0	1
Gpr180	190	133	192	95	135	133
Gpr182	0	2	0	0	0	1
Gpr183	4	2	0	9	1	2
Gpr19	18	11	4	8	9	8
Gpr20	0	0	0	0	0	0
Gpr21	1	1	0	0	0	1
Gpr22	0	8	1	4	7	4
Gpr25	0	0	0	0	0	0
Gpr26	0	0	0	0	0	0
Gpr27	1	1	0	0	0	0
Gpr3	0	0	0	1	0	0
Gpr30	77	64	56	61	53	52
Gpr31c	0	0	0	0	0	0
Gpr33	0	0	0	0	0	0
Gpr34	2	0	1	1	1	0
Gpr35	6	8	4	7	11	5
Gpr37	0	0	0	0	0	0
Gpr37l1	0	0	0	1	0	0
